S/N,Joined Proctor on,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
3110,2015-12-29,FALSE,170,85.00%,100,5,1,1,0,8,2,2,0,0,4,4,4,15,1,1,1,4,0,0,5,4,0,0,2,5,1,1,0,9,1,1,0,19,0,0,0,40,3,3,5
3111,2015-12-29,FALSE,187,93.50%,100,5,1,1,0,7,3,3,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,43,0,0,1
3113,2015-12-29,FALSE,178,89.00%,100,6,0,0,0,7,3,3,0,0,3,3,1,14,2,2,1,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,19,0,0,0,39,4,4,1
3115,2015-12-29,FALSE,165,82.50%,100,3,3,3,0,6,4,4,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,4,2,2,0,4,6,6,0,16,3,3,0,39,4,4,1
3116,2015-12-29,FALSE,185,92.50%,100,6,0,0,0,8,2,2,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,40,3,3,1
3118,2015-12-29,FALSE,174,87.00%,100,2,4,4,0,8,2,2,0,0,1,1,2,16,0,0,2,3,1,1,2,2,2,0,2,5,1,1,0,9,1,1,0,19,0,0,0,38,5,5,1
3119,2015-12-29,FALSE,178,89.00%,100,5,1,1,0,5,5,5,0,0,2,2,1,16,0,0,1,4,0,0,2,3,1,0,2,6,0,0,0,8,2,2,0,18,1,1,0,43,0,0,4
3120,2015-12-29,FALSE,187,93.50%,100,6,0,0,0,7,3,3,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,16,0,0,0,43,0,0,1
3121,2015-12-29,FALSE,161,80.50%,100,6,0,0,0,5,5,5,0,0,3,3,1,11,5,5,1,4,0,0,2,4,0,0,1,4,2,2,0,5,5,5,0,16,3,3,0,33,10,10,1
3122,2015-12-29,TRUE,176,88.00%,100,6,0,0,0,10,0,0,0,0,0,0,2,15,1,1,2,4,0,0,3,3,1,0,3,4,2,2,0,8,2,2,0,16,3,3,0,40,3,3,2
3123,2015-12-29,FALSE,171,85.50%,100,4,2,2,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,3,1,0,1,2,4,4,0,4,6,6,0,17,2,2,0,37,6,6,1
3124,2015-12-29,FALSE,174,87.00%,100,3,3,3,0,5,5,5,0,0,1,1,1,16,0,0,1,2,2,2,1,4,0,0,1,5,1,1,0,7,3,3,0,18,1,1,0,39,4,4,2
3125,2015-12-29,FALSE,183,91.50%,100,5,1,1,0,7,3,3,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,17,2,2,0,42,1,1,1
3128,2015-12-29,TRUE,181,90.50%,100,5,1,1,0,9,1,1,0,0,1,1,1,14,2,2,1,3,1,1,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,38,5,5,1
3129,2015-12-29,FALSE,181,90.50%,100,4,2,2,0,10,0,0,0,0,2,2,1,15,1,1,1,4,0,0,2,4,0,0,1,6,0,0,0,8,2,2,0,18,1,1,0,38,5,5,1
3130,2015-12-29,TRUE,187,93.50%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,41,2,2,1
3131,2015-12-29,FALSE,180,90.00%,100,6,0,0,0,8,2,2,0,0,0,0,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,39,4,4,1
3133,2015-12-29,TRUE,182,91.00%,100,4,2,2,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,16,3,3,0,40,3,3,1
3134,2015-12-29,FALSE,184,92.00%,100,4,2,2,0,8,2,2,0,0,3,3,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,42,1,1,1
3135,2015-12-29,FALSE,172,86.00%,100,6,0,0,0,6,4,4,0,0,4,4,1,13,3,3,1,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,38,5,5,1
3137,2015-12-29,FALSE,179,89.50%,100,6,0,0,0,7,3,3,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,16,3,3,0,40,3,3,1
3139,2015-12-29,FALSE,180,90.00%,100,5,1,1,0,6,4,4,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,18,1,1,0,40,3,3,1
3140,2015-12-29,TRUE,134,67.00%,100,6,0,0,0,5,5,5,0,0,1,1,1,16,0,0,2,3,1,1,7,4,0,0,1,3,3,3,0,9,1,1,0,17,2,2,0,37,6,6,36
3141,2015-12-29,FALSE,176,88.00%,100,6,0,0,0,10,0,0,0,0,2,2,1,12,4,4,1,3,1,1,2,4,0,0,1,4,2,2,0,7,3,3,0,16,3,3,0,40,3,3,1
3142,2015-12-29,FALSE,180,90.00%,100,6,0,0,0,10,0,0,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,18,1,1,0,40,3,3,1
3143,2015-12-30,TRUE,190,95.00%,100,6,0,0,0,6,4,4,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
3232,2015-12-29,FALSE,180,90.00%,100,4,2,2,0,5,5,5,0,0,3,3,1,14,2,2,1,4,0,0,2,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,43,0,0,1
3233,2015-12-29,FALSE,178,89.00%,100,6,0,0,0,8,2,2,0,0,1,1,1,15,1,1,1,4,0,0,5,4,0,0,1,4,2,2,0,9,1,1,0,17,2,2,0,40,3,3,2
3236,2015-12-30,FALSE,187,93.50%,100,6,0,0,0,8,2,2,0,0,2,2,1,16,0,0,2,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,42,1,1,1
3243,2015-12-30,FALSE,84,42.00%,100,4,2,2,0,6,4,4,0,0,3,3,1,10,6,6,2,4,0,0,70,4,0,0,1,4,2,2,0,6,4,4,0,12,7,7,0,30,13,13,1
3244,2016-01-06,FALSE,177,88.50%,100,4,2,2,0,6,4,4,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,18,1,1,0,40,3,3,1
3245,2015-12-29,FALSE,185,92.50%,100,5,1,1,0,7,3,3,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,16,3,3,0,42,1,1,1
3246,2016-02-19,FALSE,170,85.00%,100,6,0,0,0,4,6,6,0,0,3,3,1,13,3,3,1,3,1,1,2,4,0,0,1,5,1,1,0,9,1,1,0,17,2,2,0,36,7,7,1
3247,2016-01-04,FALSE,186,93.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,43,0,0,1
3248,2016-01-07,FALSE,174,87.00%,100,4,2,2,0,9,1,1,0,0,3,3,1,13,3,3,1,2,2,2,1,4,0,0,1,5,1,1,0,6,4,4,0,19,0,0,0,38,5,5,1
3249,2015-12-29,FALSE,167,83.50%,100,6,0,0,0,8,2,2,0,0,4,4,1,10,6,6,1,3,1,1,1,4,0,0,1,4,2,2,0,9,1,1,0,14,5,5,0,36,7,7,1
3251,2015-12-29,FALSE,188,94.00%,100,6,0,0,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,42,1,1,1
3253,2015-12-29,FALSE,166,83.00%,100,4,2,2,0,6,4,4,0,0,4,4,1,13,3,3,1,4,0,0,2,3,1,0,1,3,3,3,0,8,2,2,0,17,2,2,0,36,7,7,1
3255,2015-12-29,FALSE,152,76.00%,100,4,2,2,0,7,3,3,0,0,2,2,1,13,3,3,1,4,0,0,8,4,0,0,1,3,3,3,0,8,2,2,0,16,3,3,0,38,5,5,14
3256,2015-12-29,FALSE,179,89.50%,100,5,1,1,0,9,1,1,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,2,4,4,0,10,0,0,0,15,4,4,0,40,3,3,1
3257,2015-12-29,FALSE,181,90.50%,100,6,0,0,0,7,3,3,0,0,2,2,1,16,0,0,1,2,2,2,1,4,0,0,1,4,2,2,0,10,0,0,0,18,1,1,0,39,4,4,1
3258,2015-12-29,FALSE,152,76.00%,100,5,1,1,0,5,5,5,0,0,3,3,1,9,7,7,1,3,1,1,2,4,0,0,1,3,3,3,0,6,4,4,0,13,6,6,0,31,12,12,1
3260,2015-12-29,FALSE,174,87.00%,100,3,3,3,0,8,2,2,0,0,4,4,2,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,6,4,4,0,17,2,2,0,40,3,3,1
3261,2015-12-29,FALSE,172,86.00%,100,6,0,0,0,8,2,2,0,0,2,2,2,13,3,3,2,4,0,0,8,4,0,0,2,6,0,0,0,10,0,0,0,17,2,2,0,39,4,4,1
3262,2015-12-29,FALSE,149,74.50%,100,5,1,1,0,6,4,4,0,0,5,5,1,13,3,3,1,3,1,1,21,4,0,0,1,3,3,3,0,7,3,3,0,16,3,3,0,40,3,3,1
3264,2015-12-29,FALSE,156,78.00%,100,4,2,2,0,8,2,2,0,0,2,2,1,11,5,5,1,4,0,0,2,4,0,0,1,4,2,2,0,3,7,7,0,12,7,7,0,32,11,11,1
3266,2015-12-29,FALSE,186,93.00%,100,6,0,0,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,42,1,1,1
3267,2016-02-25,FALSE,181,90.50%,100,4,2,2,0,8,2,2,0,0,2,2,1,14,2,2,1,4,0,0,1,3,1,0,1,5,1,1,0,9,1,1,0,18,1,1,0,41,2,2,1
3270,2015-12-29,FALSE,177,88.50%,100,6,0,0,0,8,2,2,0,0,2,2,1,15,1,1,1,2,2,2,4,4,0,0,1,3,3,3,0,10,0,0,0,18,1,1,0,39,4,4,1
3271,2015-12-29,FALSE,180,90.00%,100,6,0,0,0,9,1,1,0,0,2,2,1,15,1,1,1,2,2,2,3,4,0,0,1,4,2,2,0,10,0,0,0,18,1,1,0,39,4,4,1
3273,2015-12-29,FALSE,164,82.00%,100,5,1,1,0,8,2,2,0,0,4,4,1,13,3,3,1,4,0,0,10,3,1,0,1,6,0,0,0,10,0,0,0,16,3,3,0,35,8,8,1
3274,2015-12-29,FALSE,179,89.50%,100,6,0,0,0,8,2,2,0,0,3,3,1,13,3,3,1,4,0,0,1,3,1,0,1,5,1,1,0,10,0,0,0,18,1,1,0,38,5,5,1
3275,2015-12-29,FALSE,172,86.00%,100,5,1,1,0,7,3,3,0,0,1,1,1,13,3,3,1,4,0,0,2,4,0,0,1,3,3,3,0,6,4,4,0,15,4,4,0,41,2,2,2
3276,2015-12-29,TRUE,182,91.00%,100,6,0,0,0,7,3,3,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,3,3,3,0,10,0,0,0,18,1,1,0,38,5,5,1
3279,2015-12-29,FALSE,188,94.00%,100,5,1,1,0,10,0,0,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,40,3,3,1
3280,2015-12-29,FALSE,156,78.00%,100,4,2,2,0,7,3,3,0,0,1,1,1,14,2,2,7,4,0,0,18,3,1,0,2,5,1,1,0,10,0,0,0,18,1,1,0,39,4,4,1
3281,2015-12-29,TRUE,177,88.50%,100,4,2,2,0,5,5,5,0,0,2,2,1,16,0,0,2,4,0,0,3,3,1,0,1,6,0,0,0,10,0,0,0,19,0,0,0,38,5,5,1
3282,2015-12-29,TRUE,172,86.00%,100,6,0,0,0,6,4,4,0,0,3,3,1,12,4,4,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,17,2,2,0,38,5,5,1
3283,2015-12-29,TRUE,188,94.00%,100,5,1,1,0,7,3,3,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,42,1,1,1
3284,2015-12-29,FALSE,182,91.00%,100,5,1,1,0,8,2,2,0,0,1,1,1,16,0,0,1,4,0,0,1,3,1,0,1,6,0,0,0,10,0,0,0,17,2,2,0,37,6,6,1
3285,2015-12-29,FALSE,130,65.00%,100,1,5,5,0,4,6,6,0,0,0,0,1,6,10,10,1,1,3,3,1,2,2,0,1,3,3,3,0,2,8,8,0,15,4,4,0,19,24,24,1
3286,2015-12-29,FALSE,179,89.50%,100,6,0,0,0,8,2,2,0,0,3,3,1,16,0,0,1,4,0,0,1,2,2,0,1,6,0,0,0,10,0,0,0,17,2,2,0,36,7,7,1
3288,2015-12-29,FALSE,183,91.50%,100,6,0,0,0,6,4,4,0,0,2,2,3,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,42,1,1,1
3289,2015-12-29,FALSE,181,90.50%,100,5,1,1,0,9,1,1,0,0,3,3,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,8,2,2,0,18,1,1,0,39,4,4,1
3290,2015-12-29,FALSE,134,67.00%,100,1,5,5,0,5,5,5,0,0,3,3,1,10,6,6,1,3,1,1,1,3,1,0,1,2,4,4,0,5,5,5,0,12,7,7,0,19,24,24,1
3291,2015-12-29,FALSE,183,91.50%,100,5,1,1,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,41,2,2,1
3293,2015-12-29,FALSE,176,88.00%,100,4,2,2,0,7,3,3,0,0,3,3,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,17,2,2,0,38,5,5,1
3294,2015-12-29,FALSE,180,90.00%,100,5,1,1,0,7,3,3,0,0,3,3,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,17,2,2,0,41,2,2,1
3295,2015-12-29,FALSE,179,89.50%,100,5,1,1,0,7,3,3,0,0,3,3,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,17,2,2,0,41,2,2,1
3306,2015-12-29,FALSE,183,91.50%,100,6,0,0,0,7,3,3,0,0,1,1,1,15,1,1,1,4,0,0,3,3,1,0,1,6,0,0,0,10,0,0,0,18,1,1,0,40,3,3,1
3308,2015-12-29,FALSE,184,92.00%,100,6,0,0,0,7,3,3,0,0,0,0,1,13,3,3,1,4,0,0,1,3,1,0,1,6,0,0,0,10,0,0,0,18,1,1,0,40,3,3,1
3312,2015-12-29,FALSE,179,89.50%,100,6,0,0,0,9,1,1,0,0,2,2,1,12,4,4,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,16,3,3,0,40,3,3,1
3313,2015-12-29,FALSE,187,93.50%,100,5,1,1,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,42,1,1,1
3314,2015-12-29,TRUE,183,91.50%,100,6,0,0,0,9,1,1,0,0,2,2,1,16,0,0,2,4,0,0,4,4,0,0,1,4,2,2,0,8,2,2,0,19,0,0,0,42,1,1,1
3315,2015-12-29,FALSE,172,86.00%,100,4,2,2,0,7,3,3,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,6,4,4,0,18,1,1,0,36,7,7,1
3316,2015-12-29,FALSE,173,86.50%,100,6,0,0,0,9,1,1,0,0,3,3,1,16,0,0,1,4,0,0,2,4,0,0,1,3,3,3,0,7,3,3,0,17,2,2,0,34,9,9,1
3318,2015-12-29,FALSE,182,91.00%,100,6,0,0,0,6,4,4,0,0,0,0,1,14,2,2,1,4,0,0,2,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,38,5,5,1
3321,2015-12-29,FALSE,179,89.50%,100,4,2,2,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,38,5,5,1
3322,2015-12-29,FALSE,159,79.50%,100,5,1,1,0,6,4,4,0,0,2,2,1,13,3,3,1,4,0,0,12,3,1,0,1,5,1,1,0,7,3,3,0,18,1,1,0,34,9,9,1
3325,2015-12-29,FALSE,177,88.50%,100,6,0,0,0,6,4,4,0,0,2,2,1,13,3,3,1,3,1,1,1,2,2,0,1,5,1,1,0,10,0,0,0,18,1,1,0,40,3,3,2
3326,2015-12-29,FALSE,148,74.00%,100,4,2,2,0,7,3,3,0,0,4,4,12,10,6,6,8,4,0,0,1,0,4,0,1,5,1,1,0,7,3,3,0,18,1,1,0,38,5,5,1
3360,2015-12-29,FALSE,151,75.50%,100,6,0,0,0,8,2,2,0,0,1,1,1,15,1,1,1,4,0,0,25,4,0,0,1,3,3,3,0,9,1,1,0,18,1,1,0,34,9,9,3
3363,2015-12-29,FALSE,184,92.00%,100,5,1,1,0,8,2,2,0,0,0,0,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,41,2,2,1
3369,2015-12-29,FALSE,173,86.50%,100,4,2,2,0,5,5,5,0,0,2,2,1,13,3,3,1,4,0,0,1,3,1,0,1,6,0,0,0,7,3,3,0,18,1,1,0,38,5,5,1
3370,2015-12-29,FALSE,164,82.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,12,4,4,1,4,0,0,20,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,42,1,1,2
3373,2015-12-29,TRUE,185,92.50%,100,6,0,0,0,10,0,0,0,0,0,0,1,13,3,3,1,4,0,0,2,3,1,0,1,6,0,0,0,9,1,1,0,17,2,2,0,41,2,2,1
3375,2015-12-29,TRUE,178,89.00%,100,6,0,0,0,7,3,3,0,0,2,2,1,14,2,2,1,4,0,0,9,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,42,1,1,1
3377,2015-12-29,TRUE,177,88.50%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,4,0,0,1,3,1,0,1,6,0,0,0,7,3,3,0,15,4,4,0,38,5,5,1
3378,2015-12-29,TRUE,171,85.50%,100,6,0,0,0,5,5,5,0,0,3,3,2,16,0,0,2,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,17,2,2,0,36,7,7,1
3379,2015-12-29,FALSE,175,87.50%,100,5,1,1,0,5,5,5,0,0,2,2,1,16,0,0,1,4,0,0,2,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,33,10,10,1
3380,2016-01-04,FALSE,180,90.00%,100,5,1,1,0,9,1,1,0,0,2,2,6,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,18,1,1,0,42,1,1,1
3381,2015-12-29,FALSE,178,89.00%,100,5,1,1,0,7,3,3,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,16,3,3,0,40,3,3,1
3382,2015-12-29,FALSE,172,86.00%,100,3,3,3,0,8,2,2,0,0,1,1,1,9,7,7,1,3,1,1,3,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,38,5,5,1
3383,2015-12-29,FALSE,188,94.00%,100,5,1,1,0,10,0,0,0,0,0,0,2,16,0,0,1,4,0,0,2,3,1,0,1,5,1,1,0,10,0,0,0,19,0,0,0,41,2,2,1
3384,2015-12-29,FALSE,162,81.00%,100,6,0,0,0,8,2,2,0,0,3,3,1,13,3,3,1,3,1,1,18,4,0,0,1,4,2,2,0,10,0,0,0,18,1,1,0,39,4,4,1
3388,2016-02-19,FALSE,169,84.50%,100,4,2,2,0,5,5,5,0,0,4,4,1,14,2,2,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,16,3,3,0,36,7,7,2
3390,2015-12-29,FALSE,185,92.50%,100,6,0,0,0,7,3,3,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,18,1,1,0,41,2,2,1
3391,2016-01-04,FALSE,188,94.00%,100,6,0,0,0,10,0,0,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,18,1,1,0,41,2,2,1
3395,2015-12-29,FALSE,167,83.50%,100,6,0,0,0,8,2,2,0,0,3,3,3,16,0,0,1,4,0,0,11,3,1,0,1,4,2,2,0,8,2,2,0,17,2,2,0,39,4,4,1
3397,2015-12-29,FALSE,190,95.00%,100,6,0,0,0,10,0,0,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,0,0,3,1
3398,2015-12-29,FALSE,152,76.00%,100,5,1,1,0,6,4,4,0,0,4,4,1,13,3,3,1,4,0,0,17,3,1,0,1,3,3,3,0,8,2,2,0,15,4,4,0,38,5,5,1
3399,2015-12-29,FALSE,154,77.00%,100,3,3,3,0,5,5,5,0,0,4,4,1,11,5,5,2,4,0,0,1,3,1,0,1,4,2,2,0,5,5,5,0,13,6,6,0,37,6,6,4
3400,2015-12-29,FALSE,174,87.00%,100,5,1,1,0,7,3,3,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,13,6,6,0,39,4,4,1
3402,2015-12-29,FALSE,176,88.00%,100,6,0,0,0,5,5,5,0,0,2,2,1,16,0,0,1,4,0,0,5,4,0,0,1,3,3,3,0,10,0,0,0,19,0,0,0,38,5,5,1
3403,2015-12-29,FALSE,182,91.00%,100,6,0,0,0,10,0,0,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,37,6,6,1
3404,2015-12-29,FALSE,156,78.00%,100,4,2,2,0,6,4,4,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,5,4,2,2,0,6,4,4,0,14,5,5,0,31,12,12,2
3405,2016-02-22,FALSE,153,76.50%,100,4,2,2,0,5,5,5,0,0,5,5,1,15,1,1,8,4,0,0,1,3,1,0,1,0,6,6,0,7,3,3,0,16,3,3,0,34,9,9,1
3406,2015-12-29,TRUE,183,91.50%,100,5,1,1,0,10,0,0,0,0,0,0,1,13,3,3,1,3,1,1,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,38,5,5,1
3407,2016-01-04,TRUE,184,92.00%,100,6,0,0,0,5,5,5,0,0,1,1,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,1
3421,2015-12-29,TRUE,95,47.50%,100,4,2,2,0,3,7,7,0,0,4,4,2,16,0,0,70,4,0,0,1,3,1,0,1,4,2,2,0,5,5,5,0,17,2,2,0,36,7,7,1
3487,2015-12-29,FALSE,162,81.00%,100,5,1,1,0,7,3,3,0,0,3,3,1,13,3,3,1,4,0,0,1,3,1,0,2,3,3,3,0,7,3,3,0,15,4,4,0,32,11,11,1
3489,2015-12-29,FALSE,156,78.00%,100,6,0,0,0,5,5,5,0,0,4,4,1,8,8,8,1,3,1,1,1,4,0,0,1,5,1,1,0,5,5,5,0,15,4,4,0,32,11,11,1
3564,2015-12-29,FALSE,166,83.00%,100,4,2,2,0,7,3,3,0,0,2,2,1,14,2,2,1,4,0,0,8,4,0,0,4,5,1,1,0,8,2,2,0,16,3,3,0,39,4,4,1
3565,2015-12-29,FALSE,167,83.50%,100,4,2,2,0,8,2,2,0,0,4,4,1,13,3,3,1,4,0,0,1,3,1,0,1,4,2,2,0,7,3,3,0,17,2,2,0,34,9,9,1
3566,2015-12-29,FALSE,185,92.50%,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,2,2,2,1,4,0,0,1,6,0,0,0,9,1,1,0,18,1,1,0,40,3,3,1
3572,2015-12-29,FALSE,176,88.00%,100,4,2,2,0,7,3,3,0,0,4,4,1,13,3,3,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,39,4,4,1
3579,2015-12-29,TRUE,182,91.00%,100,3,3,3,0,10,0,0,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,17,2,2,0,40,3,3,1
3580,2015-12-29,FALSE,181,90.50%,100,5,1,1,0,10,0,0,0,0,0,0,1,14,2,2,1,2,2,2,1,4,0,0,1,5,1,1,0,5,5,5,0,18,1,1,0,41,2,2,1
3581,2015-12-29,FALSE,190,95.00%,100,6,0,0,0,8,2,2,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
3583,2016-02-19,FALSE,166,83.00%,100,5,1,1,0,8,2,2,0,0,3,3,1,13,3,3,1,3,1,1,15,4,0,0,1,5,1,1,0,10,0,0,0,18,1,1,0,40,3,3,1
3584,2016-02-19,FALSE,179,89.50%,100,5,1,1,0,8,2,2,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,17,2,2,0,41,2,2,2
3585,2015-12-29,FALSE,180,90.00%,100,6,0,0,0,8,2,2,0,0,2,2,1,16,0,0,1,4,0,0,2,4,0,0,1,5,1,1,0,8,2,2,0,17,2,2,0,38,5,5,1
3586,2015-12-29,FALSE,182,91.00%,100,6,0,0,0,6,4,4,0,0,2,2,1,16,0,0,2,4,0,0,2,4,0,0,2,0,0,1,0,10,0,0,0,19,0,0,0,40,3,3,1
3587,2015-12-29,FALSE,142,71.00%,100,6,0,0,0,8,2,2,0,0,1,1,1,13,3,3,2,4,0,0,39,4,0,0,3,4,2,2,0,10,0,0,0,18,1,1,0,42,1,1,3
3588,2015-12-29,TRUE,185,92.50%,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,17,2,2,0,41,2,2,1
3590,2015-12-29,FALSE,156,78.00%,100,6,0,0,0,6,4,4,0,0,2,2,1,11,5,5,1,4,0,0,19,4,0,0,1,6,0,0,0,10,0,0,0,16,3,3,0,36,7,7,1
3593,2015-12-29,FALSE,185,92.50%,100,4,2,2,0,9,1,1,0,0,2,2,1,16,0,0,1,0,0,1,5,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
3594,2015-12-29,FALSE,173,86.50%,100,5,1,1,0,7,3,3,0,0,4,4,1,13,3,3,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,18,1,1,0,37,6,6,1
3596,2016-03-21,FALSE,166,83.00%,100,5,1,1,0,8,2,2,0,0,1,1,1,13,3,3,1,4,0,0,1,4,0,0,1,3,3,3,0,6,4,4,0,13,6,6,0,36,7,7,3
3597,2015-12-29,FALSE,161,80.50%,100,3,3,3,0,8,2,2,0,0,3,3,1,16,0,0,1,4,0,0,13,4,0,0,1,4,2,2,0,7,3,3,0,15,4,4,0,38,5,5,1
